name,address,rating,reviews_count,price_range,lat,lon,district,village,regency,type,phone,website,opening_hours,opening_hours_weekly,maps_link,search_query,scraped_at,coordinate_source,precision_score
The Brewing Room,"Kedai Kopi · Jl. Pandean Sari III No.10, Candok Condongcatur, Kec. Depok, Kabupaten Sleman Daerah Istimewa",4.4,440,Rp 25–50 rb per orang,-7.7582021,110.3918881,Mlati,Sinduadi,Sleman,Modern,0811-8778-877,,Buka ⋅ Tutup pukul 00.00,"{'Jumat': '10.00–00.00', 'Sabtu': '10.00–00.00', 'Minggu': '10.00–00.00', 'Senin': '10.00–00.00', 'Selasa': '10.00–00.00', 'Rabu': '10.00–00.00', 'Kamis': '10.00–00.00'}",https://www.google.com/maps/place/The+Brewing+Room/data=!4m7!3m6!1s0x2e7a5985d5bb4a43:0xf6605edab506231a!8m2!3d-7.7582021!4d110.3918881!16s%2Fg%2F11kprnsclg!19sChIJQ0q71YVZei4RGiMGtdpeYPY?authuser=0&hl=id&rclk=1,Bar buat nugas sekitar ugm jogja,2025-08-29T16:29:21.583784,extract_from_url,0.9
Opposite Fitness and Coffee,"Kedai Kopi · Jln. Prof. Dr. Notonagoro Selatan, Jl. Lembah UGM",4.6,244,Rp 25–50 rb per orang,-7.7724484,110.3819871,Sleman,Sleman,Sleman,Coffee Shop,0811-9132-302,,Buka ⋅ Tutup pukul 22.00,{},https://www.google.com/maps/place/Opposite+Fitness+and+Coffee/data=!4m7!3m6!1s0x2e7a59b5a8d16773:0xfab3aae01aebb8db!8m2!3d-7.7724484!4d110.3819871!16s%2Fg%2F11c6qcdsf4!19sChIJc2fRqLVZei4R27jrGuCqs_o?authuser=0&hl=id&rclk=1,Bar buat nugas sekitar ugm jogja,2025-08-29T16:29:21.613823,extract_from_url,0.9
DIGILIB Cafe,"Kafe ·  · Fisipol UGM, Jl. Sosio Yustisia",4.6,563,Rp 25–50 rb per orang,-7.7693006,110.3794563,Sleman,Sleman,Sleman,Modern,0813-2597-2097,https://www.instagram.com/digilibcafe,Tutup ⋅ Buka Sen pukul 09.00,"{'Jumat': '09.00–16.00', 'Sabtu': 'Tutup', 'Minggu': 'Tutup', 'Senin': '09.00–16.00', 'Selasa': '09.00–16.00', 'Rabu': '09.00–16.00', 'Kamis': '09.00–16.00'}",https://www.google.com/maps/place/DIGILIB+Cafe/data=!4m7!3m6!1s0x2e7a59b35a65691d:0x872c47b0e42ca299!8m2!3d-7.7693006!4d110.3794563!16s%2Fg%2F11hb73s00s!19sChIJHWllWrNZei4RmaIs5LBHLIc?authuser=0&hl=id&rclk=1,Bar buat nugas sekitar ugm jogja,2025-08-29T16:29:21.780714,extract_from_url,0.9
Zomia Co-Working Space,"Kedai Kopi · Fakultas Kehutanan UGM, Pojok Timur-Selatan, Jl. Agro No.1",4.8,531,Rp 25–50 rb per orang,-7.7677069,110.3809141,Mlati,Sinduadi,Sleman,Modern,0811-2659-659,,Buka ⋅ Tutup pukul 21.00,"{'Jumat': '08.00–21.00', 'Sabtu': '08.00–21.00', 'Minggu': '08.00–17.00', 'Senin': '08.00–21.00', 'Selasa': '08.00–21.00', 'Rabu': '08.00–21.00', 'Kamis': '08.00–21.00'}",https://www.google.com/maps/place/Zomia+Co-Working+Space/data=!4m7!3m6!1s0x2e7a59df0ed8ec19:0x67bb71af11301572!8m2!3d-7.7677069!4d110.3809141!16s%2Fg%2F11rbkxjdkv!19sChIJGezYDt9Zei4RchUwEa9xu2c?authuser=0&hl=id&rclk=1,Bar buat nugas sekitar ugm jogja,2025-08-29T16:29:21.813261,extract_from_url,0.9
Kopi Lembah UGM,Kedai Kopi · Jl. Lembah UGM,4.4,423,Rp 25–50 rb per orang,-7.7704591,110.3819965,Sleman,Sleman,Sleman,Modern,0813-2679-4516,,Buka ⋅ Tutup pukul 18.00,"{'Jumat': '07.00–18.00', 'Sabtu': '07.00–18.00', 'Minggu': '07.00–18.00', 'Senin': '07.00–18.00', 'Selasa': '07.00–18.00', 'Rabu': '07.00–18.00', 'Kamis': '07.00–18.00'}",https://www.google.com/maps/place/Kopi+Lembah+UGM/data=!4m7!3m6!1s0x2e7a59f6486cb643:0x26875b20c8a99f34!8m2!3d-7.7704591!4d110.3819965!16s%2Fg%2F11h3ppk9mt!19sChIJQ7ZsSPZZei4RNJ-pyCBbhyY?authuser=0&hl=id&rclk=1,Bar buat nugas sekitar ugm jogja,2025-08-29T16:29:21.984326,extract_from_url,0.9
MR. LIKE,Kedai Kopi · Jl. Gambir,4.6,646,Rp 25–50 rb per orang,-7.7666858,110.3845753,Mlati,Sinduadi,Sleman,Modern,0851-7522-2343,http://inktr.ee/mrlike.id,Buka ⋅ Tutup pukul 00.00,"{'Jumat': '08.00–00.00', 'Sabtu': '08.00–00.00', 'Minggu': '08.00–00.00', 'Senin': '08.00–00.00', 'Selasa': '08.00–00.00', 'Rabu': '08.00–00.00', 'Kamis': '08.00–00.00'}",https://www.google.com/maps/place/MR.+LIKE/data=!4m7!3m6!1s0x2e7a597ef29bc1d9:0x53500bdbe549ef0f!8m2!3d-7.7666858!4d110.3845753!16s%2Fg%2F11jsy3zz_7!19sChIJ2cGb8n5Zei4RD-9J5dsLUFM?authuser=0&hl=id&rclk=1,Bar buat nugas sekitar ugm jogja,2025-08-29T16:29:22.122095,extract_from_url,0.9
TETRA Coffee & Eatery - Yogyakarta // Terra Coffee,Kedai Kopi · Jl. Sagan Baru III No.5,4.6,984,Rp 25–50 rb per orang,-7.780238,110.3779041,Yogyakarta,Malioboro,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 23.00,"{'Jumat': '07.00–23.00', 'Sabtu': '07.00–23.00', 'Minggu': '07.00–23.00', 'Senin': '07.00–23.00', 'Selasa': '07.00–23.00', 'Rabu': '07.00–23.00', 'Kamis': '07.00–23.00'}",https://www.google.com/maps/place/TETRA+Coffee+%26+Eatery+-+Yogyakarta+%2F%2F+Terra+Coffee/data=!4m7!3m6!1s0x2e7a59ecbf771c57:0x41697292a90c4e64!8m2!3d-7.780238!4d110.3779041!16s%2Fg%2F11n18n0z9j!19sChIJVxx3v-xZei4RZE4MqZJyaUE?authuser=0&hl=id&rclk=1,Bar buat nugas sekitar ugm jogja,2025-08-29T16:29:22.308725,extract_from_url,0.9
Brainly Coffee & Store,"Kedai Kopi · Ruko permai, Jl. Pandega Marta III Jl. Ring Road Utara No.3",4.9,43,Rp 25–50 rb per orang,-7.7532033,110.381522,Mlati,Sinduadi,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 23.30,"{'Jumat': '10.00–23.30', 'Sabtu': '10.00–23.30', 'Minggu': '10.00–23.30', 'Senin': '10.00–23.30', 'Selasa': '10.00–23.30', 'Rabu': '10.00–23.30', 'Kamis': '10.00–23.30'}",https://www.google.com/maps/place/Brainly+Coffee+%26+Store/data=!4m7!3m6!1s0x2e7a59df47eaefb9:0x640721945a091d71!8m2!3d-7.7532033!4d110.381522!16s%2Fg%2F11khjf7k3z!19sChIJue_qR99Zei4RcR0JWpQhB2Q?authuser=0&hl=id&rclk=1,Bar buat nugas sekitar ugm jogja,2025-08-29T16:29:22.347867,extract_from_url,0.9
Podocarpus by Moikai,Kedai Kopi · Jalan Podocarpus,4.9,258,Rp 25–50 rb per orang,-7.775326,110.377886,Sleman,Sleman,Sleman,Modern,,https://www.instagram.com/podocarpus.corner/?next=%2F,Buka ⋅ Tutup pukul 22.00,"{'Jumat': '07.00–22.00', 'Sabtu': '07.00–22.00', 'Minggu': '07.00–22.00', 'Senin': '07.00–22.00', 'Selasa': '07.00–22.00', 'Rabu': '07.00–22.00', 'Kamis': '07.00–22.00'}",https://www.google.com/maps/place/Podocarpus+by+Moikai/data=!4m7!3m6!1s0x2e7a5970362f55e1:0xfdc37e4bc0b48891!8m2!3d-7.775326!4d110.377886!16s%2Fg%2F11vbtfwlsn!19sChIJ4VUvNnBZei4RkYi0wEt-w_0?authuser=0&hl=id&rclk=1,Bar buat nugas sekitar ugm jogja,2025-08-29T16:29:22.444451,extract_from_url,0.9
Barley and Barrel,Bar · Jl. Urip Sumoharjo No.37 Ground Floor,4.7,71,,-7.7827472,110.3819417,Yogyakarta,Malioboro,Yogyakarta,Modern,(0274) 566999,,Buka ⋅ Tutup pukul 02.00,"{'Jumat': '11.00–02.00', 'Sabtu': '11.00–02.00', 'Minggu': '11.00–02.00', 'Senin': '11.00–02.00', 'Selasa': '11.00–02.00', 'Rabu': '11.00–02.00', 'Kamis': '11.00–02.00'}",https://www.google.com/maps/place/Barley+and+Barrel/data=!4m7!3m6!1s0x2e7a5903369ef41d:0xf55fc76dc8a2754f!8m2!3d-7.7827472!4d110.3819417!16s%2Fg%2F11j_1_tvrg!19sChIJHfSeNgNZei4RT3WiyG3HX_U?authuser=0&hl=id&rclk=1,Bar buka 24 jam sekitar ugm jogja,2025-08-29T16:30:34.334485,extract_from_url,0.9
The Gardens,Restoran · Jl. Seturan Raya,4.4,1755,Rp 25–50 rb per orang,-7.7731569,110.4087911,Sleman,Sleman,Sleman,Cafe & Restaurant,0818-0727-111,,Buka ⋅ Tutup pukul 03.00,"{'Jumat': '11.00–03.00', 'Sabtu': '11.00–03.00', 'Minggu': '11.00–03.00', 'Senin': '11.00–03.00', 'Selasa': '11.00–03.00', 'Rabu': '11.00–03.00', 'Kamis': '11.00–03.00'}",https://www.google.com/maps/place/The+Gardens/data=!4m7!3m6!1s0x2e7a59afdbf3ca1b:0x4e6c147076f5efbe!8m2!3d-7.7731569!4d110.4087911!16s%2Fg%2F11r8t6sxyg!19sChIJG8rz269Zei4Rvu_1dnAUbE4?authuser=0&hl=id&rclk=1,Bar buka 24 jam sekitar ugm jogja,2025-08-29T16:30:34.593945,extract_from_url,0.9
& Boba Bar Jakal - Jogja,"Purwosari, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",5.0,21,,-7.7516348,110.3851171,Mlati,Sinduadi,Sleman,Modern,,,Buka ⋅ Tutup pukul 21.00,"{'Jumat': '10.00–21.00', 'Sabtu': '10.00–21.00', 'Minggu': '10.00–21.00', 'Senin': '10.00–21.00', 'Selasa': '10.00–21.00', 'Rabu': '10.00–21.00', 'Kamis': '10.00–21.00'}",https://www.google.com/maps/place/%26+Boba+Bar+Jakal+-+Jogja/data=!4m7!3m6!1s0x2e7a59169dddf609:0xb21bbeac4ea58837!8m2!3d-7.7516348!4d110.3851171!16s%2Fg%2F11mxw1jwqn!19sChIJCfbdnRZZei4RN4ilTqy-G7I?authuser=0&hl=id&rclk=1,Bar buka 24 jam sekitar ugm jogja,2025-08-29T16:30:34.755682,extract_from_url,0.9
Pub Med Yogyakarta,"Bar · Meliá Purosani Yogyakarta, Jl. Mayor Suryotomo No.31",4.2,26,,-7.7970305,110.3687073,Jetis,Bumijo,Yogyakarta,Modern,(0274) 589521,,Buka ⋅ Tutup pukul 23.00,"{'Jumat': '10.00–23.00', 'Sabtu': '10.00–00.00', 'Minggu': '10.00–23.00', 'Senin': '10.00–23.00', 'Selasa': '10.00–23.00', 'Rabu': '10.00–23.00', 'Kamis': '10.00–23.00'}",https://www.google.com/maps/place/Pub+Med+Yogyakarta/data=!4m7!3m6!1s0x2e7a578653c64307:0xb7c1372cf5e55b5d!8m2!3d-7.7970305!4d110.3687073!16s%2Fg%2F1pzv8t4sc!19sChIJB0PGU4ZXei4RXVvl9Sw3wbc?authuser=0&hl=id&rclk=1,Bar buka 24 jam sekitar ugm jogja,2025-08-29T16:30:35.733975,extract_from_url,0.9
The Infinity Sky Bar,"Bar · no. 28, Jl. Raya Solo - Yogyakarta",5.0,1482,,-7.7828797,110.4372409,Maguwoharjo,Jalan Jogja - Solo,Sleman,Modern,0811-5995-066,https://www.instagram.com/theinfinityskybar/,Buka ⋅ Tutup pukul 23.00,"{'Jumat': '08.00–23.00', 'Sabtu': '08.00–23.00', 'Minggu': '08.00–23.00', 'Senin': '08.00–23.00', 'Selasa': '08.00–23.00', 'Rabu': '08.00–23.00', 'Kamis': '08.00–23.00'}",https://www.google.com/maps/place/The+Infinity+Sky+Bar/data=!4m7!3m6!1s0x2e7a5a0545700001:0xbcef0b0893317a0e!8m2!3d-7.7828797!4d110.4372409!16s%2Fg%2F11j4sw07ck!19sChIJAQBwRQVaei4RDnoxkwgL77w?authuser=0&hl=id&rclk=1,Bar buka 24 jam sekitar ugm jogja,2025-08-29T16:30:35.276787,extract_from_url,0.9
Cuba Libre,Bar · Jl. Melon Mundusaren No.12,4.4,394,$$,-7.7761786,110.4031704,Sleman,Sleman,Sleman,Modern,0817-530-882,,Buka ⋅ Tutup pukul 02.00,"{'Jumat': '15.00–02.00', 'Sabtu': '15.00–02.00', 'Minggu': '15.00–02.00', 'Senin': '15.00–02.00', 'Selasa': '15.00–02.00', 'Rabu': '15.00–02.00', 'Kamis': '15.00–02.00'}",https://www.google.com/maps/place/Cuba+Libre/data=!4m7!3m6!1s0x2e7a59ea62c68969:0x92ef29eb4371f9d5!8m2!3d-7.7761786!4d110.4031704!16s%2Fg%2F11b6jdddm3!19sChIJaYnGYupZei4R1flxQ-sp75I?authuser=0&hl=id&rclk=1,Bar cozy sekitar ugm jogja,2025-08-29T16:31:33.091524,extract_from_url,0.9
TILL DROP BAR & RESTO,Bar · Jl. Prawirotaman No.11,4.7,454,,-7.8190207,110.370028,Yogyakarta,Malioboro,Yogyakarta,Cafe & Restaurant,(0274) 4299940,https://instagram.com/tilldrop_prawirotamanos?igshid=YmMyMTA2M2Y=,Buka ⋅ Tutup pukul 01.00,"{'Jumat': '09.00–01.00', 'Sabtu': '09.00–01.00', 'Minggu': '09.00–01.00', 'Senin': '09.00–01.00', 'Selasa': '09.00–01.00', 'Rabu': '09.00–01.00', 'Kamis': '09.00–01.00'}",https://www.google.com/maps/place/TILL+DROP+BAR+%26+RESTO/data=!4m7!3m6!1s0x2e7a5791acc83227:0xd718282a6e4b447e!8m2!3d-7.8190207!4d110.370028!16s%2Fg%2F11s1vwnx8n!19sChIJJzLIrJFXei4RfkRLbiooGNc?authuser=0&hl=id&rclk=1,Bar hits sekitar ugm jogja,2025-08-29T16:32:22.817250,extract_from_url,0.9
Liquid Bar And Kitchen,"Bar & Grill · Jl. Magelang - Yogyakarta KM.4,5 No.158",4.5,5197,$$,-7.7675139,110.3613136,Sleman,Sleman,Sleman,Modern,(0274) 589611,http://liquidjogja.com/,Segera buka ⋅ Buka pukul 17.00,"{'Jumat': '17.00–05.00', 'Sabtu': '17.00–05.00', 'Minggu': '17.00–05.00', 'Senin': '17.00–05.00', 'Selasa': '17.00–05.00', 'Rabu': '17.00–05.00', 'Kamis': '17.00–05.00'}",https://www.google.com/maps/place/Liquid+Bar+And+Kitchen/data=!4m7!3m6!1s0x2e7a5844819bcd6d:0x117b530ca42e0f03!8m2!3d-7.7675139!4d110.3613136!16s%2Fg%2F11b66gjpwz!19sChIJbc2bgURYei4RAw8upAxTexE?authuser=0&hl=id&rclk=1,Bar hits sekitar ugm jogja,2025-08-29T16:32:23.150338,extract_from_url,0.9
Boshe VVIP Club Yogyakarta,"Bar ·  · Jl. Magelang - Yogyakarta KM.6,5",4.5,2277,Rp 250.000+ per orang,-7.7532722,110.3627343,Depok,Caturtunggal,Sleman,Modern,(0274) 624041,,Buka ⋅ Tutup pukul 03.00,"{'Jumat': '13.00–03.00', 'Sabtu': '13.00–03.00', 'Minggu': '13.00–03.00', 'Senin': '13.00–03.00', 'Selasa': '13.00–03.00', 'Rabu': '13.00–03.00', 'Kamis': '13.00–03.00'}",https://www.google.com/maps/place/Boshe+VVIP+Club+Yogyakarta/data=!4m7!3m6!1s0x2e7a58f642dca9c5:0x994ce8e463fb45ff!8m2!3d-7.7532722!4d110.3627343!16s%2Fg%2F1ptzshr72!19sChIJxancQvZYei4R_0X7Y-ToTJk?authuser=0&hl=id&rclk=1,Bar hits sekitar ugm jogja,2025-08-29T16:32:23.420535,extract_from_url,0.9
ANDORRA,"Bar ·  · PYRENEES Yogyakarta, Jl. Sosrowijayan No.1 lantai 1",4.8,136,Rp 25–50 rb per orang,-7.791829,110.365605,Jetis,Bumijo,Yogyakarta,Modern,0895-1022-5509,https://www.instagram.com/andorra.malioboro/,Buka ⋅ Tutup pukul 22.00,"{'Jumat': '06.00–22.00', 'Sabtu': '06.00–22.00', 'Minggu': '06.00–22.00', 'Senin': '06.00–22.00', 'Selasa': '06.00–22.00', 'Rabu': '06.00–22.00', 'Kamis': '06.00–22.00'}",https://www.google.com/maps/place/ANDORRA/data=!4m7!3m6!1s0x2e7a582616b26f67:0xdeff38077a7a739d!8m2!3d-7.791829!4d110.365605!16s%2Fg%2F11bbx0d1f2!19sChIJZ2-yFiZYei4RnXN6egc4_94?authuser=0&hl=id&rclk=1,Bar hits sekitar ugm jogja,2025-08-29T16:32:23.592461,extract_from_url,0.9
Terrace Jogja,Klub Malam ·  · Jl. Seturan Raya No.4,4.5,487,Rp 250.000+ per orang,-7.7711229,110.4094202,Sleman,Sleman,Sleman,Modern,0812-1356-1569,,Tutup ⋅ Buka pukul 20.00,"{'Jumat': '20.00–03.00', 'Sabtu': '20.00–03.00', 'Minggu': '20.00–03.00', 'Senin': '20.00–03.00', 'Selasa': '20.00–03.00', 'Rabu': '20.00–03.00', 'Kamis': '20.00–03.00'}",https://www.google.com/maps/place/Terrace+Jogja/data=!4m7!3m6!1s0x2e7a59f1ee26d48b:0x447f28e73b75c59e!8m2!3d-7.7711229!4d110.4094202!16s%2Fg%2F1pzrjf4b7!19sChIJi9Qm7vFZei4RnsV1O-cof0Q?authuser=0&hl=id&rclk=1,Bar hits sekitar ugm jogja,2025-08-29T16:32:23.687215,extract_from_url,0.9
TUSEN,Bar · Jl. Sunaryo No.12,4.6,487,,-7.7857793,110.3707008,Yogyakarta,Malioboro,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 01.00,"{'Jumat': '11.00–01.00', 'Sabtu': '11.00–01.00', 'Minggu': '11.00–01.00', 'Senin': '11.00–01.00', 'Selasa': '11.00–01.00', 'Rabu': '11.00–01.00', 'Kamis': '11.00–01.00'}",https://www.google.com/maps/place/TUSEN/data=!4m7!3m6!1s0x2e7a59d24893a0a7:0x9bb1a086582b2662!8m2!3d-7.7857793!4d110.3707008!16s%2Fg%2F11wv2yh7g1!19sChIJp6CTSNJZei4RYiYrWIagsZs?authuser=0&hl=id&rclk=1,Bar instagrammable sekitar ugm jogja,2025-08-29T16:33:38.961311,extract_from_url,0.9
