name,address,rating,reviews_count,price_range,lat,lon,district,village,regency,type,phone,website,opening_hours,search_query,scraped_at,coordinate_source,precision_score
Rambat Coffee & Space,Kedai Kopi ·  · Jl. Perumnas No.240a,0.0,0,Rp 25–50 rb,-7.7745554,110.4046826,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 23.00,cafe instagrammable yogyakarta,2025-08-28T14:13:30.124762,extract_from_url,0.9
Kalluna ( ꧋ꦏꦭ꧀ꦭꦸꦤ꧉) Café & Restaurant,Kafe ·  · Jl. Sajiono No.13,0.0,0,Rp 50–100 rb,-7.7856615,110.3736787,Yogyakarta,,Yogyakarta,Cafe & Restaurant,,,Buka ⋅ Tutup pukul 22.30,cafe instagrammable yogyakarta,2025-08-28T14:13:30.337559,extract_from_url,0.9
Moon Cafe Yogyakarta,Kedai Kopi · Jl. Sungapan No.4,0.0,0,Rp 1–25.000,-7.8300824,110.3239523,Bantul,,Bantul,Modern,,,Tutup ⋅ Buka pukul 15.00,cafe late night bantul,2025-08-28T14:13:53.002332,extract_from_url,0.9
Rodjo Coffee & Bakery,Kafe · Jl. Malioboro No.87,0.0,0,,-7.7936303,110.3656346,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 23.00,cafe late night malioboro,2025-08-28T14:14:12.535401,extract_from_url,0.9
Mula Cafe and Eatery,"Kedai Kopi ·  · Jl. Karangsari No.23, RW.03",0.0,0,Rp 25–50 rb,-7.7472775,110.4281625,,,Yogyakarta,Modern,,,Tutup ⋅ Buka pukul 15.00,cafe late night sleman,2025-08-28T14:14:34.237536,extract_from_url,0.9
Ekstens Coffee & Space,Kedai Kopi ·  · Jl. Raya Janti No.486,0.0,0,Rp 25–50 rb,-7.7989392,110.4091358,,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 00.00,cafe live music bantul,2025-08-28T14:15:14.826123,extract_from_url,0.9
TAM Music (Khanza Live Music),Musik Live · Gg. Saron No.207,0.0,0,,-7.810134,110.3400214,,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 20.30,cafe live music bantul,2025-08-28T14:15:14.853160,extract_from_url,0.9
Warung Wedangan 77,Kedai Kopi · Jl. Mawar No.11,0.0,0,Rp 1–50.000,-7.8598972,110.3404822,Bantul,,Bantul,Traditional,,,Tutup ⋅ Buka pukul 17.00,cafe live music bantul,2025-08-28T14:15:15.005075,extract_from_url,0.9
Kopi Kampung Ambarukmo (Kokambar),Kafe ·  · Jalan Kampung Ambarukmo,0.0,0,Rp 25–50 rb,-7.7875152,110.40371,,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 01.30,cafe live music bantul,2025-08-28T14:15:15.051196,extract_from_url,0.9
Lucifer,Kafe ·  · Jl. Sosrowijayan No.71,0.0,0,$$,-7.7916431,110.361824,Yogyakarta,,Yogyakarta,Modern,,,Tutup ⋅ Buka pukul 17.00,cafe live music malioboro,2025-08-28T14:15:34.383462,extract_from_url,0.9
10/10 Pool Bar Rooftop,"Bar ·  · 10th floor of Novotel Suites, Jl. Malioboro No.52 58",0.0,0,,-7.7931709,110.3665629,Yogyakarta,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 00.00,cafe live music malioboro,2025-08-28T14:15:34.487441,extract_from_url,0.9
Kedai Permana & Live Music,"Kedai Kopi · 784X+4QV, Jl. Kronggahan I",0.0,0,,-7.7446308,110.3494348,,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 00.00 · 0821-3480-4078,cafe live music sleman,2025-08-28T14:15:54.994075,extract_from_url,0.9
The Brewing Room,"Kedai Kopi · Jl. Pandean Sari III No.10, Candok Condongcatur, Kec. Depok, Kabupaten Sleman Daerah Istimewa",0.0,0,Rp 25–50 rb,-7.7582021,110.3918881,Sleman,,Sleman,Modern,,,Buka ⋅ Tutup pukul 00.00 · 0811-8778-877,cafe live music sleman,2025-08-28T14:15:55.120838,extract_from_url,0.9
Dunia Kita Coffee & Resto,Restoran ·  · Jl. Seturan Raya No.168 A,0.0,0,Rp 25–50 rb,-7.7705978,110.4097514,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 22.00 · 0813-2612-1328,cafe live music sleman,2025-08-28T14:15:55.242333,extract_from_url,0.9
Reborn Hangout Bar,"Bar Dengan Pentas Musik · 6CP9+W4J, Jalan Ring Road Utara, Jl. Utama",0.0,0,,-7.7626561,110.4177806,Sleman,,Sleman,Modern,,,,cafe live music sleman,2025-08-28T14:15:55.384970,extract_from_url,0.9
teaLOGi Sky View,Kafe · Jl. Tambak Bayan Jl. Babarsari,0.0,0,Rp 25–50 rb,-7.7749331,110.4182748,Sleman,,Sleman,Modern,,,Buka ⋅ Tutup pukul 23.00 · 0851-5683-2282,cafe live music sleman,2025-08-28T14:15:55.434614,extract_from_url,0.9
ESKALA Eatery Bar & Coffee,Kafe · Jl. Palagan Tentara Pelajar,0.0,0,$$,-7.7258599,110.3812481,Sleman,,Sleman,Coffee Shop,,,Tutup ⋅ Buka pukul 15.00 · (0274) 886324,cafe live music sleman,2025-08-28T14:15:55.454999,extract_from_url,0.9
Taru Martani Coffee & Resto 1918,Kedai Kopi · Jl. Kompol Bambang Suprapto No.2A,0.0,0,Rp 25–50 rb,-7.7910783,110.381436,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 00.00,cafe live music yogyakarta,2025-08-28T14:16:14.780016,extract_from_url,0.9
JOJE Cafe & Resto,Gedung Konser ·  · Jl. Veteran No.150-151,0.0,0,,-7.8167002,110.3862906,Yogyakarta,,Yogyakarta,Cafe & Restaurant,,,,cafe live music yogyakarta,2025-08-28T14:16:14.781833,extract_from_url,0.9
Asmara Art and Coffee Shop,Bar Dengan Pentas Musik ·  · Jl. Tirtodipuran No.22,0.0,0,$$,-7.8184945,110.3643875,Yogyakarta,,Yogyakarta,Coffee Shop,,,Tutup ⋅ Buka pukul 17.00,cafe live music yogyakarta,2025-08-28T14:16:15.004868,extract_from_url,0.9
