name,address,rating,reviews_count,price_range,lat,lon,district,village,regency,type,phone,website,opening_hours,search_query,scraped_at,coordinate_source,precision_score
Karta Coffee & Eatery,"Kafe · Karta Coffee & Eatery, Jl. Malioboro. 52-58, Suryatmajan, Danurejan Plaza Malioboro, Lt. 1 Unit 13-16",0.0,0,Rp 25–50 rb,-7.7936271,110.3658864,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 22.00,cafe  malioboro,2025-08-28T13:29:32.955943,extract_from_url,0.9
Sellie Coffee Malioboro,,0.0,0,Rp 25–50 rb,-7.7939257,110.3654873,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 23.30,cafe  malioboro,2025-08-28T13:29:32.957821,extract_from_url,0.9
Kala Jumpa Bar & Dine,Kafe ·  · Jl. Malioboro No.42,0.0,0,Rp 50–75 rb,-7.793899,110.3658441,Yogyakarta,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 23.30,cafe  malioboro,2025-08-28T13:29:33.213168,extract_from_url,0.9
LAJU MALIOBORO,Kedai Kopi · Jl. Ps. Kembang No.95,0.0,0,Rp 1–25.000,-7.7897405,110.3645237,Yogyakarta,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 21.00,cafe  malioboro,2025-08-28T13:29:33.265093,extract_from_url,0.9
Azen Coffee Malioboro,Kedai Kopi · Jl. Suryatmajan No.39,0.0,0,Rp 25–50 rb,-7.7964764,110.3678926,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 00.00,cafe  malioboro,2025-08-28T13:29:33.272921,extract_from_url,0.9
Selonjor Coffee Lor Malioboro,"Kafe · Jl. P. Mangkubumi No.51, RW.001",0.0,0,Rp 1–50.000,-7.7863923,110.3664651,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 00.00,cafe  malioboro,2025-08-28T13:29:33.421484,extract_from_url,0.9
Kaktus Coffee Place,"Kedai Kopi ·  · Jl. Gondang Raya No.4-5, RT.08/RW.63",0.0,0,Rp 25–50 rb,-7.756383,110.3932267,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 23.00,cafe  sleman,2025-08-28T13:29:53.110509,extract_from_url,0.9
Jempolan Coffee & Eatery,Kedai Kopi · Jl. Sidoasih No.3A,0.0,0,Rp 25–50 rb,-7.7341524,110.399428,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 23.00,cafe  sleman,2025-08-28T13:29:53.213766,extract_from_url,0.9
Samasta coffee,,0.0,0,Rp 25–50 rb,-7.7422727,110.4048259,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 00.00,cafe  sleman,2025-08-28T13:29:53.221021,extract_from_url,0.9
Warmindo Cafe Bunga Teteh,"Kafe ·  · 6CX5+WFQ, Jl. Persatuan Condongcatur No.91B",0.0,0,Rp 1–25.000,-7.7502156,110.4085941,Sleman,,Sleman,Modern,,,Buka 24 jam,cafe  sleman,2025-08-28T13:29:53.275040,extract_from_url,0.9
Alayya cafe & resto,Kedai Kopi · Jl. Garuda No.200,0.0,0,Rp 25–50 rb,-7.7543849,110.3989207,Sleman,,Sleman,Cafe & Restaurant,,,Buka ⋅ Tutup pukul 00.00,cafe  sleman,2025-08-28T13:29:53.443500,extract_from_url,0.9
Mossa Coffee,Kedai Kopi · Jl. Wijaya Kusuma No.234,0.0,0,Rp 1–25.000,-7.7531587,110.4089242,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 00.00,cafe  sleman,2025-08-28T13:29:53.486366,extract_from_url,0.9
Qamari Coffee & Eatery,Kafe · Jl. Affandi No.30,0.0,0,Rp 25–50 rb,-7.7620109,110.3939408,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 22.00,cafe  sleman,2025-08-28T13:29:53.533121,extract_from_url,0.9
Jeeva Yogyakarta,Kedai Kopi · Jl. Suhartono No.2,0.0,0,Rp 50–75 rb,-7.7848923,110.3754035,Yogyakarta,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 22.00,cafe  yogyakarta,2025-08-28T13:30:17.060813,extract_from_url,0.9
Legend Coffee,Kafe ·  · Jl. Abu Bakar Ali No.24-26,0.0,0,Rp 25–50 rb,-7.7881602,110.372794,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 01.00,cafe  yogyakarta,2025-08-28T13:30:17.062890,extract_from_url,0.9
Sunset Coffee & Eatery,Kedai Kopi · Jl. Nologaten,0.0,0,Rp 25–50 rb,-7.7739888,110.4011155,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 00.30,cafe  yogyakarta,2025-08-28T13:30:17.065403,extract_from_url,0.9
Nyore Coffee & Space,Kafe · Jl. Margo Utomo No.79,0.0,0,Rp 25–50 rb,-7.7852247,110.3665953,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 00.00,cafe  yogyakarta,2025-08-28T13:30:17.191023,extract_from_url,0.9
Blanco Coffee and Books,Kedai Kopi ·  · Jl. Kranggan No.30,0.0,0,Rp 25–50 rb,-7.7813975,110.3648099,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 00.00,cafe  yogyakarta,2025-08-28T13:30:17.338759,extract_from_url,0.9
TETRA Coffee & Eatery - Yogyakarta // Terra Coffee,Kedai Kopi · Jl. Sagan Baru III No.5,0.0,0,Rp 25–50 rb,-7.780238,110.3779041,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 23.00,cafe  yogyakarta,2025-08-28T13:30:17.358620,extract_from_url,0.9
Dippo Coffee and Eatery,,0.0,0,Rp 1–25.000,-7.875425,110.3484552,Bantul,,Bantul,Coffee Shop,,,Buka ⋅ Tutup pukul 23.00,cafe best bantul,2025-08-28T13:30:39.838206,extract_from_url,0.9
Toska Kahve Roastery (Bantul),Kedai Kopi · Jl. Kh Wahid Hasyim No.24,0.0,0,Rp 25–50 rb,-7.8922198,110.3253968,Bantul,,Bantul,Roastery,,,Buka ⋅ Tutup pukul 00.00,cafe best bantul,2025-08-28T13:30:40.087041,extract_from_url,0.9
Water castle cafe,Kafe ·  · Jl. Polowijan,0.0,0,Rp 25–50 rb,-7.8087025,110.3599949,,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 15.30,cafe best dekat keraton yogyakarta,2025-08-28T13:30:59.677372,extract_from_url,0.9
Koping Cafe,Kafe · Jl. Brigjen Katamso No.75,0.0,0,,-7.8058723,110.3694758,Yogyakarta,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 21.30,cafe best dekat keraton yogyakarta,2025-08-28T13:30:59.853723,extract_from_url,0.9
Obie Cafe & Space,Kedai Kopi · Jl. Pogung Raya,0.0,0,Rp 25–50 rb,-7.7565308,110.3749286,Sleman,,Sleman,Modern,,,Buka ⋅ Tutup pukul 00.00,cafe best sleman,2025-08-28T13:31:43.554794,extract_from_url,0.9
Cuena Coffee House,Kedai Kopi ·  · Perumahan Darussalam III No.C14,0.0,0,Rp 25–50 rb,-7.7503658,110.4130005,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 21.30,cafe best sleman,2025-08-28T13:31:43.638187,extract_from_url,0.9
KAFE basabasi Concat,Kafe ·  · Jl. Sukoharjo No.1i,0.0,0,Rp 1–25.000,-7.749623,110.3990531,Sleman,,Sleman,Modern,,,Buka ⋅ Tutup pukul 02.00,cafe best sleman,2025-08-28T13:31:43.756331,extract_from_url,0.9
Five Seven Coffee & Billiard,"Kafe ·  · Jl. Perumnas, Dabag, Condongcatur",0.0,0,Rp 25–50 rb,-7.7708374,110.405329,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 03.00,cafe best sleman,2025-08-28T13:31:43.921603,extract_from_url,0.9
Simetri Coffee Roaster,Kedai Kopi · Jl. Sabirin No.20,0.0,0,Rp 25–50 rb,-7.784344,110.3740934,Yogyakarta,,Yogyakarta,Roastery,,,Buka ⋅ Tutup pukul 22.45,cafe best yogyakarta,2025-08-28T13:32:03.979620,extract_from_url,0.9
Silol Kopi & Eatery,Kafe · Jl. Suroto,0.0,0,Rp 25–50 rb,-7.7845616,110.3744526,Yogyakarta,,Yogyakarta,Modern,,,Buka 24 jam,cafe best yogyakarta,2025-08-28T13:32:04.004996,extract_from_url,0.9
Tekoff Coffee and Roastery,Kedai Kopi ·  · Jalan Sagan Timur GK 5 1053B,0.0,0,Rp 25–50 rb,-7.7800063,110.3787621,Yogyakarta,,Yogyakarta,Roastery,,,Buka ⋅ Tutup pukul 20.00,cafe best yogyakarta,2025-08-28T13:32:04.190227,extract_from_url,0.9
Tanamera Coffee Yogyakarta,Kafe · Jl. Jend. Sudirman No.3,0.0,0,Rp 50–75 rb,-7.7825783,110.3676083,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 22.00,cafe best yogyakarta,2025-08-28T13:32:04.209697,extract_from_url,0.9
Roaster And Bear Restaurant,Kafe ·  · Jl. P. Mangkubumi No.52,0.0,0,$$,-7.7844667,110.3670383,Yogyakarta,,Yogyakarta,Roastery,,,Buka ⋅ Tutup pukul 22.00,cafe best yogyakarta,2025-08-28T13:32:04.252632,extract_from_url,0.9
Sinom Coffee & Space,Kedai Kopi · Jl. Bugisan Selatan No.95,0.0,0,Rp 1–25.000,-7.8225102,110.3477073,Bantul,,Bantul,Coffee Shop,,,Buka ⋅ Tutup pukul 22.00,cafe buat nugas bantul,2025-08-28T13:32:27.896756,extract_from_url,0.9
Kopi Dari Hati & Toast Rooftop Bantul,Kedai Kopi · Jl. Jend. Sudirman No.60,0.0,0,Rp 1–25.000,-7.8861122,110.3304266,Bantul,,Bantul,Modern,,,Buka ⋅ Tutup pukul 22.00,cafe buat nugas bantul,2025-08-28T13:32:27.898966,extract_from_url,0.9
Memoria Cafe & Event Space,Kafe ·  · Jl. Srandakan No.RT 04,0.0,0,Rp 25–50 rb,-7.9092186,110.2970206,,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 22.00,cafe buat nugas bantul,2025-08-28T13:32:28.124533,extract_from_url,0.9
Teman Bicara Cafe,,0.0,0,Rp 1–25.000,-7.8524714,110.3901368,Bantul,,Bantul,Modern,,,Buka ⋅ Tutup pukul 23.00,cafe buat nugas bantul,2025-08-28T13:32:28.252172,extract_from_url,0.9
BelajaR Ngopi Yogyakarta,"Kedai Kopi · Jl. Hayam Wuruk No.14, RW.001",0.0,0,,-7.795797,110.3727691,Yogyakarta,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 22.00,cafe buat nugas malioboro,2025-08-28T13:32:49.216493,extract_from_url,0.9
Noren Coffee & Roastery,Kedai Kopi · Jl. Sosrokusuman No.178-109,0.0,0,Rp 1–25.000,-7.7938604,110.3666938,Yogyakarta,,Yogyakarta,Roastery,,,Buka ⋅ Tutup pukul 23.30,cafe buat nugas malioboro,2025-08-28T13:32:49.375924,extract_from_url,0.9
Sacaluna Coffee,Kedai Kopi · Jl. Sidomulyo No.10a,0.0,0,Rp 25–50 rb,-7.7397471,110.3988953,Sleman,,Sleman,Coffee Shop,,,Tutup ⋅ Buka pukul 16.00,cafe buat nugas sleman,2025-08-28T13:33:11.200294,extract_from_url,0.9
Coffee Deeen,Kedai Kopi · Gg. Mangga III No.7j,0.0,0,Rp 1–50.000,-7.7808612,110.4101998,,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 22.00,cafe buat nugas sleman,2025-08-28T13:33:11.221138,extract_from_url,0.9
Lantai Bumi,Kedai Kopi ·  · Jl. Pogung Baru,0.0,0,Rp 25–50 rb,-7.7596891,110.3763809,Sleman,,Sleman,Modern,,,Buka ⋅ Tutup pukul 00.00,cafe buat nugas sleman,2025-08-28T13:33:11.256492,extract_from_url,0.9
CLBK Kopi Gejayan,Kedai Kopi · Jl. Affandi No.25 B,0.0,0,,-7.7715823,110.389749,Sleman,,Sleman,Modern,,,Buka ⋅ Tutup pukul 23.00,cafe buat nugas sleman,2025-08-28T13:33:11.379095,extract_from_url,0.9
Bolivar Coffee,Kedai Kopi · Jl. Sepakbola No.03,0.0,0,Rp 25–50 rb,-7.7631191,110.4058353,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 01.00,cafe buat nugas sleman,2025-08-28T13:33:11.468953,extract_from_url,0.9
Peacockoffie Palagan,Kedai Kopi ·  · Jl. Palagan Tentara Pelajar No.61C,0.0,0,Rp 25–50 rb,-7.7433221,110.3740697,Sleman,,Sleman,Modern,,,Buka 24 jam,cafe buat nugas sleman,2025-08-28T13:33:11.472046,extract_from_url,0.9
Dummin Coffee & Space UKDW,"Kedai Kopi · Jl. Dr. Wahidin Sudirohusodo No.34, RT.14/RW.04",0.0,0,Rp 25–50 rb,-7.7862167,110.3788211,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka 24 jam,cafe buat nugas yogyakarta,2025-08-28T13:33:34.677523,extract_from_url,0.9
Peachy Coffee & Work Space,Kedai Kopi · Jl. Taman Siswa No.108 C,0.0,0,Rp 25–50 rb,-7.8128071,110.3764875,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 23.00,cafe buat nugas yogyakarta,2025-08-28T13:33:34.791645,extract_from_url,0.9
Vito Cafe - Cokroaminoto,Kedai Kopi · Jl. HOS Cokroaminoto No.80,0.0,0,,-7.7941673,110.3533172,,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 03.00,cafe buat nugas yogyakarta,2025-08-28T13:33:34.984241,extract_from_url,0.9
Dei Story Coffee,"Kedai Kopi · 38WC+4F2, Jl. Kh Wahid Hasyim",0.0,0,Rp 1–25.000,-7.9047274,110.3211312,Bantul,,Bantul,Coffee Shop,,,Buka ⋅ Tutup pukul 22.00,cafe cozy bantul,2025-08-28T13:35:21.033250,extract_from_url,0.9
Passion Coffee,Kedai Kopi · Jl. Kenanga No.7,0.0,0,Rp 25–50 rb,-7.8419918,110.322742,Bantul,,Bantul,Coffee Shop,,,Buka ⋅ Tutup pukul 20.00,cafe cozy bantul,2025-08-28T13:35:21.035529,extract_from_url,0.9
Dorpie Coffee,Kafe · Jl. Imogiri Barat No.KM 7,0.0,0,Rp 25–50 rb,-7.859847,110.3747034,Bantul,,Bantul,Coffee Shop,,,Buka ⋅ Tutup pukul 22.30,cafe cozy bantul,2025-08-28T13:35:21.056649,extract_from_url,0.9
Kopine Eyang,Kafe · Jl. Panembahan,0.0,0,Rp 1–25.000,-7.8062808,110.3672986,Yogyakarta,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 23.30,cafe cozy dekat keraton yogyakarta,2025-08-28T13:35:45.198788,extract_from_url,0.9
Civet Coffee Malioboro,Kedai Kopi · Jl. Ps. Kembang No.35,0.0,0,Rp 1–25.000,-7.7900113,110.3640733,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 23.30,cafe cozy malioboro,2025-08-28T13:36:04.162530,extract_from_url,0.9
C28 Social Space - Malioboro,Kedai Kopi · Jl. Kemetiran Lor No.6,0.0,0,Rp 25–50 rb,-7.7913378,110.3613557,Yogyakarta,,Yogyakarta,Modern,,,Buka 24 jam,cafe cozy malioboro,2025-08-28T13:36:04.488626,extract_from_url,0.9
Podomoro coffee,Kafe · Jl. Malioboro No.32,0.0,0,,-7.7939933,110.3658194,Yogyakarta,,Yogyakarta,Coffee Shop,,,Tutup ⋅ Buka pukul 20.00,cafe cozy malioboro,2025-08-28T13:36:04.565258,extract_from_url,0.9
Stay Lounge,Kafe · Jl. Wijaya Kusuma,0.0,0,Rp 25–50 rb,-7.7525205,110.4094343,Sleman,,Sleman,Modern,,,Buka ⋅ Tutup pukul 23.00,cafe cozy sleman,2025-08-28T13:36:28.886122,extract_from_url,0.9
Carani Coffee & Eatery,Kedai Kopi · Jl. Wijaya Kusuma,0.0,0,Rp 25–50 rb,-7.7527783,110.4090282,Sleman,,Sleman,Coffee Shop,,,Tutup ⋅ Buka pukul 16.00,cafe cozy sleman,2025-08-28T13:36:29.296926,extract_from_url,0.9
Raya's Coffee & Roastery,Kedai Kopi · Gang Sulawesi VIII No.2 Sariharjo,0.0,0,Rp 25–50 rb,-7.7496983,110.3801879,Sleman,,Sleman,Roastery,,,Buka ⋅ Tutup pukul 23.00,cafe cozy sleman,2025-08-28T13:36:29.366751,extract_from_url,0.9
JogJazz Kitchen and Cafe,Restoran · Jl. Munggur No.50,0.0,0,Rp 25–50 rb,-7.785136,110.3882895,Yogyakarta,,Yogyakarta,Cafe & Restaurant,,,Buka ⋅ Tutup pukul 22.00,cafe cozy yogyakarta,2025-08-28T13:36:51.527710,extract_from_url,0.9
Sisi Selatan Coffee and eatery,Kedai Kopi · Jl. Ngeksigondo No.54,0.0,0,Rp 25–50 rb,-7.8205136,110.3995047,Bantul,,Bantul,Coffee Shop,,,Buka ⋅ Tutup pukul 22.30,cafe cozy yogyakarta,2025-08-28T13:36:51.905820,extract_from_url,0.9
Pour Over Coffee Indonesia,,0.0,0,Rp 1–50.000,-7.8345972,110.3240474,Bantul,,Bantul,Coffee Shop,,,Buka ⋅ Tutup pukul 00.00,cafe hits bantul,2025-08-28T13:37:14.284551,extract_from_url,0.9
Kebon Ndalem Coffee & Eatery,Restoran ·  · Jl. Pangeran Diponegoro No.2,0.0,0,Rp 25–75 rb,-7.7826892,110.366864,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 00.00,cafe hits keraton yogyakarta,2025-08-28T13:37:49.941860,extract_from_url,0.9
Bale Raos - The Sultan's Dishes,Indonesia ·  · Jl. Magangan Kulon No.1,0.0,0,$$,-7.8084895,110.3630646,Yogyakarta,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 22.00,cafe hits keraton yogyakarta,2025-08-28T13:37:50.183071,extract_from_url,0.9
ANDORRA,"Kafe ·  · PYRENEES Yogyakarta, Jl. Sosrowijayan No.1 lantai 1",0.0,0,Rp 25–50 rb,-7.791829,110.365605,Yogyakarta,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 22.00,cafe hits malioboro,2025-08-28T13:38:10.957375,extract_from_url,0.9
Filosofi Kopi Jogja,Kedai Kopi ·  · Jl. Pandhawa No.001/17,0.0,0,Rp 25–50 rb,-7.7275923,110.3770166,Sleman,,Sleman,Modern,,,Buka ⋅ Tutup pukul 22.30,cafe hits sleman,2025-08-28T13:38:34.167639,extract_from_url,0.9
Carney Co,Kafe · Jl. Garuni II,0.0,0,Rp 25–50 rb,-7.7754467,110.4099001,Sleman,,Sleman,Modern,,,Buka ⋅ Tutup pukul 01.00,cafe hits sleman,2025-08-28T13:38:34.170184,extract_from_url,0.9
Epic Coffee & Epilog Furniture,Kedai Kopi ·  · Jl. Palagan Tentara Pelajar No.29,0.0,0,$$$,-7.7340243,110.3776673,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 23.00,cafe hits sleman,2025-08-28T13:38:34.202516,extract_from_url,0.9
NOX Coffee Boutique,"Kedai Kopi ·  · Natasha Skin Clinic Jalan Kaliurang, KM.5 No, Jl. Kaliurang KM.5 No.53 2nd floor",0.0,0,Rp 25–50 rb,-7.7579066,110.3816834,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 23.30,cafe hits sleman,2025-08-28T13:38:34.354435,extract_from_url,0.9
RUMINATE Coffee & Roastery,Kedai Kopi · Jl. Lempongsari No.111,0.0,0,Rp 25–50 rb,-7.7506553,110.3734845,Sleman,,Sleman,Roastery,,,Buka ⋅ Tutup pukul 00.00,cafe hits sleman,2025-08-28T13:38:34.356459,extract_from_url,0.9
Estuary Café,"Kedai Kopi ·  · Gang Code 3, Karangjati Wetan, No.170 C, Monjali St, RT.06/RW.45",0.0,0,Rp 25–50 rb,-7.7634358,110.3698101,Sleman,,Sleman,Modern,,,Buka ⋅ Tutup pukul 23.00,cafe hits sleman,2025-08-28T13:38:34.492930,extract_from_url,0.9
Jog.Ya! By Kepomo,Kafe · Jl. Siliran Lor,0.0,0,Rp 25–50 rb,-7.81342,110.3661041,Yogyakarta,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 23.00,cafe instagrammable keraton yogyakarta,2025-08-28T13:39:55.032277,extract_from_url,0.9
Tumbas Mimik Milkshake and Coffee(ꦠꦸꦩ꧀ꦧꦱ꧀ꦩꦶꦩꦶꦏ꧀),,0.0,0,$,-7.7931698,110.3675152,Yogyakarta,,Yogyakarta,Coffee Shop,,,Tutup ⋅ Buka pukul 17.00,cafe instagrammable malioboro,2025-08-28T13:40:17.072688,extract_from_url,0.9
Exit Roofbar,"Kafe · Grage Ramayana Hotel, Jl. Sosrowijayan No.33 Lt. 5",0.0,0,,-7.7923073,110.3639489,Yogyakarta,,Yogyakarta,Modern,,,Tutup ⋅ Buka pukul 17.00,cafe instagrammable malioboro,2025-08-28T13:40:17.251535,extract_from_url,0.9
LUMI Coffee,Kedai Kopi ·  · Jl. Sukoharjo No.3J,0.0,0,Rp 25–50 rb,-7.7512908,110.3986358,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 22.00,cafe instagrammable sleman,2025-08-28T13:40:37.717585,extract_from_url,0.9
